,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
18,khCzymLy_QE,Python Simplified,Dictionary Comprehension - Create Complex Data Structures Step by Step,"Welcome to the best tutorial I've ever filmed!!! 😍😍😍 
Today we will talk about Dictionary Comprehension which is a very clever technique to construct dictionaries from different collections of data. 
We will start with a 🐍 basic code example 🐍 (00:47 - 03:47) and we will move on to practice our new set of skills with 3 FUN and USEFUL exercises:
1. Superheroes exercise:
    correct a distorted dictionary (03:47)
2. Genetics exercise:
    create a random DNA sequence by pairing bases (08:26)
3. Authentication exercise: 
    create a dictionary of users with random passwords (14:55)

⭐ Get complete tutorial code ⭐
https://app.wayscript.com/lairs/6d18a957-46bd-4283-8b97-c323c9b0245d/public/

🎥 RELATED TUTORIALS 🎥
---------------------------------------------
⭐ Python For Loops for Beginners:
       https://youtu.be/dHANJ4l6fwA
⭐ List Comprehension:
       https://youtu.be/SNq4C988FjU

⏰ Time Stamps ⏰
--------------------------------
00:00 - intro
00:21 - tutorial plan
00:47 - create dictionary with for loops
     01:04 - zip function approach
     01:37 - range function approach
02:05 - dictionary comprehension with zip
02:47 - dictionary comprehension with range
03:17 - dictionary comprehension with tuples
03:27 - dictionary comprehension with Pandas Data Frames
03:47 - modify dictionary in place (exercise #1 - superheroes)
08:26 - create a dictionary of lists (exercise #2 - DNA)
14:55 - create a list of dictionaries (exercise #3 - user authentication)
     17:23 - create random passwords
20:46 - dictionary and list comprehension disadvantages
21:12 - outro and thanks for watching! :)


💻 Copy starter code 💻
----------------------------------------
⭐ EXERCISE 1:
my_dict = {
    ""Spider"": ""photographer"", 
    ""Bat"": ""philanthropist"", 
    ""Wonder Wo"": ""nurse""
}

⭐ EXERCISE 3:
keys = [""id"", ""username"", ""password""]
users = [""mariyasha888"", ""KnotAbot"", ""spongiBOBO"", ""IAMBATMAN""]

🤝 Connect with me 🤝
--------------------------------------
🔗 Github: 
       https://github.com/mariyasha
🔗 Discord: 
       https://discord.com/invite/wgTTmsWmXA
🔗 LinkedIn: 
       https://ca.linkedin.com/in/mariyasha888
🔗 Twitter: 
       https://twitter.com/mariyasha888
🔗 Blog: 
       https://www.pythonsimplified.org

💳 Credits 💳
----------------------
⭐ Beautiful icons by:
       flaticon.com
⭐ Beautiful animated graphics by:
       mixkit.co","['dictionary', 'dict', 'dict comprehension', 'dictionary comprehension', 'python', 'data science', 'data structures', 'complex data structures', 'ds']",2022-08-07T15:30:10Z,30363,1479,,150,PT21M58S,hd,true
19,H6SUfuBobh4,Python Simplified,Premiering a Brand New Dictionary Comprehension Tutorial on Sunday! See you soon! 😉,,,2022-08-06T15:00:18Z,8077,514,,27,PT27S,hd,false
20,9K4pkmM-EUk,Python Simplified,Another (failing? 😅) attempt at filming shorts. I'm not good at this. At all!,,,2022-08-02T20:08:23Z,13092,883,,71,PT27S,hd,false
21,bIxezhejGo0,Python Simplified,Do you Need a Tutor or Mentor for Programming?,"I've been getting lots of requests from viewers regarding one-on-one tutoring or mentoring sessions. 
In this live stream we will discuss why you DON'T need to pay somebody for such basic guidance and motivation!! 🙃

⭐ Reason 1 - I'll be dedicating entire stream sessions to do just that (not on a one-on-one basis though 😅). 
So if motivation is what you seek, you can get it free of charge!
 
⭐ Reason 2 - There are plenty of free learning resources! neat and organized courses in professional online academies, teaching computer science step by step. 
I will share with you all the courses I took recently, and you will see the magnitude of information available for you right here right now! 
Its there for you - you just need to grab it! 😀
You can find the slide with all the links I'm sharing here: https://docs.google.com/presentation/d/1DHgz-Hnq38NiwSDHsZY4zgskrT1XeMTVe0yGa9hE48A/edit?usp=sharing

Also - are you ready for the Sound and Audio Code Jam ?? Only 24 hours left to register - don't miss your chance to advance your skills and make valuable connections with other talented developers!
Beginners are welcome! don't worry about your level of experience, you need to start from somewhere!

⭐ More jam information here: 
      https://youtu.be/tRlEkCLQ-fk
⭐ Or in my blog: 
      https://www.mariyasha.com/post/sound-and-audio-code-jam
👾 Join our Discord community: 
      https://discord.com/invite/wgTTmsWmXA","['python', 'pythonprogramming', 'programming', 'coding', 'programmingtutor', 'tutor', 'mentor', 'programmingmentor', 'code', 'computer science', 'learnprogramming', 'learnpython']",2022-07-14T19:36:22Z,12749,574,,53,PT1H56M56S,hd,false
22,tRlEkCLQ-fk,Python Simplified,Brand New Code Jam Begins! Gain Hands On Programming Experience - Register today!,"It's the perfect time for a new code jam challenge, where teams of talented developers compete with one another! This time, we have an extra musical jam topic for you - SOUND AND AUDIO! 🤩🤩🤩
So are you looking for hands-on programming experience? are you looking to add an extraordinary project to your professional portfolio? are you looking to make valuable connections with people from you industry? or maybe you're much more interested in having fun and winning the grand prize?
In all cases - joining our jam would be the perfect opportunity to practice and improve your programming skills! you'll get to share and receive knowledge from you teammates and
gain a much better understanding of the processes involved in software design and development! 🤓

👾 Register Today! 👾
-----------------------------------------------------
Please join our Discord community, which is the main communication environment of the jam:
https://discord.com/invite/wgTTmsWmXA
Then, you can either follow the instructions given in the video, or you can follow this detailed blog post:
https://www.mariyasha.com/post/sound-and-audio-code-jam

⭐ Please note ⭐ 
before you can access the code jam requests channel, you'll need to add a reaction in the general code jam channel (preferably introduce yourself 😉)

🚨 VERY IMPORTANT 🚨 
please do not forget to confirm your registration 24 hours before the jam begins with ""/registration confirm"" 
This is how we know that everyone will show up for sure to support their team! if you don't do this - your registration will not be complete.

🏆 Grand Prize 🏆
-----------------------------------------------------
This code jam is brought to you by Apify, an incredibly powerful web scraping and automation platform!
Each member of the winning team is going to win a 6 month free subscription to Apify's personal plan 🥳🥳🥳
You'll be able to use it to automate hundreds of time consuming tasks, hide your ip with proxies, run multiple scrapers at once and even host and run your code on Apifys cloud!
For more details, checkout Apify: https://apify.com/

But that's not all! If your sound and audio project involves anything related to web scraping or automation - Apify will provide you with free plans and support for the entire duration of the jam! 😱😱😱 
Do you need to scrape music notes or lyrics? Do you need to automate some time consuming tasks? Please tag me on Discord in the private channel of your team @PythonSimplified with a brief description of what you'll need for your project and we will set you up with all the necessary tools! 🙂

Also, if you require any special assistance throughout the jam, you can always reach out to Apify directly via their Discord community: https://discord.com/invite/jyEM2PRvMU



🧑‍⚖️  Judging Criteria 🧑‍⚖️ 
-----------------------------------------------------
To win the code jam you'll need to impress our favorite team of moderators, this time myself included! 😉
We haven't changed the judging criteria from the last jam, so here are the general guidelines we'll take in consideration:

1. creativity - blow our mind and go as far as your imagination takes you!
2. code clarity - can somebody other than the team members understand the code? is it nice and neat with commentary?
3. innovation - has anybody ever seen something like this before? or was it implemented in such way?
4. functionality - does it work? 🤪 did you deliver what you intended to deliver?
5. user experience - how convenient is your app/service for the average user?
6. design - how appealing are the aesthetics? do you like how everything looks? (personal taste situation)
7. modularity and separation of concerns - different pieces of functionality are logically separated, your HTML is in a different file than your CSS or Python, etc.
8. teamwork - did all the active team members contributed to the efforts? did anybody leave the jam before the due date?
9. clear README documentation - please make sure you give us a briefing of your project along with the dependencies, authors and sources (if any).
10. clever control flow - smart use of conditional statements, loops, list comprehension, etc.
11. EFFORT!!! if you put lots of hard work in your project but something went wrong - we will take that into consideration.

💳 Credits 💳
-----------------------------------------------------
Beautiful titles by: https://mixkit.co/
Beautiful stock videos by: https://pixabay.com/videos/
Sound Icon by: https://flaticon.com
BadgerBot5000 Code Jam Bot by: https://github.com/JBraunsmaJr

🤝 connect with me 🤝
_______________________
- Github: https://github.com/MariyaSha
- Discord: https://discord.gg/wgTTmsWmXA
- LinkedIn: https://www.linkedin.com/in/mariyasha888/
- Twitter: https://twitter.com/MariyaSha888
- Blog: https://pythonsimplified.ca

⭐ BEST OF LUCK TO ALL THE JAMMERS ⭐
⭐ MAY THE CODE BE EVER IN YOUR FAVOUR ⭐","['code jam', 'codejam', 'coding jam', 'coding challenge', 'coding competition', 'programming competition', 'coding contest', 'programming contest']",2022-07-10T12:00:24Z,5594,276,,52,PT7M5S,hd,false
23,qbryHXYx_rE,Python Simplified,Harrison Lake Deep in the Wilderness - Backroad Camping Destination,,,2022-07-04T15:00:35Z,2674,188,,17,PT10S,hd,false
24,SNq4C988FjU,Python Simplified,List Comprehension - BEST Python feature !!! Fast and Efficient,"In this tutorial we will learn all about list comprehensions and how they can make our Python journey much easier and much more efficient!! 🤓🤓🤓
List comprehensions provide a shorter and faster alternative to ""for"" loops (especially when combined with conditional statements as well as append commands). And best of all - it takes only 1 LINE OF CODE! 😱
This video offers 3 separate coding exercises, various examples and colorful illustrations of the concepts involved. Please feel free to use my code and artwork, you can find it in the link below:

⭐⭐ clone my code: ⭐⭐
https://app.wayscript.com/lairs/a78142c1-8021-462d-8ee9-cc85dc3750c6/public/

And on a festive note...

🍁HAPPY CANADA DAY!!!🍁 
to all my fellow Canadians! (and other Earth dwellers who celebrate 😉)
Sending you lots of love from beautiful British Columbia! 💗💗💗

⏰ time stamps ⏰
____________________
00:00 - intro
00:17 - what is a list comprehension?
01:22 - for loop vs list comprehension
02:40 - coding example
06:07 - conditional list comprehension
06:27 - coding example 2
09:02 - list comprehension on strings
09:29 - coding example 3
12:09 - else if list comprehension
13:50 - coming soon: dictionary comprehension
14:12 - thanks for watching!

🐍🐍 related tutorials of mine 🐍🐍
_____________________________________
- For Loops: 
https://youtu.be/dHANJ4l6fwA

➡️➡️ starter code ⬅️⬅️
__________________________
fruits = [""apples"", ""bananas"", ""strawberries""]

for fruit in fruits:
    print(fruit)

💳💳 credits 💳💳
_______________________
- Beautiful Icons are by:
  https://www.flaticon.com/

- Beautiful Like/Share/Subscribe video graphics by:
  https://mixkit.co/

🤝 connect with me 🤝
_______________________
- Github: https://github.com/MariyaSha
- Discord: https://discord.gg/wgTTmsWmXA
- LinkedIn: https://www.linkedin.com/in/mariyasha888/
- Twitter: https://twitter.com/MariyaSha888
- Blog: https://pythonsimplified.ca","['list comprehension', 'list comprehensions', 'list comprahensions', 'comprahensions', 'comprihensions', 'list comprihensions']",2022-07-01T15:00:30Z,90824,3951,,360,PT14M51S,hd,true
25,Y_4RXB8B2II,Python Simplified,100k Subscribers Stream - Sharing YouTube tips - ASK ME ANYTHING!,"Yesterday evening it officially happened - 100,000 talented developers have joined our little Python community! Woohoo! 🤩🤩🤩
When I started this channel, I never imagined I'd find so many lovely programming and AI enthusiasts who share the same journey as myself.
Today I'm here to help you with anything you wanted to know about YouTube! Do you have any questions in regards to starting a channel, editing videos, editing thumbnails and even collecting and keeping up with viewer feedback?
In this stream - YOU CAN ASK ME ANYTHING!

Starting a YouTube channel seems quite simple at first, but it takes time before you can do it well, not to even mention - efficiently! If my advice can help you reach your goals faster, if sharing my mistakes can help you avoid them - I'd be incredibly happy! 😁

I'll go get ready for the stream now, see you soon folks! 😉",,2022-06-22T20:32:10Z,7913,490,,39,PT2H54M11S,hd,false
26,5qOnzF7RsNA,Python Simplified,Create GUI App with Tkinter and SQLite - Step by Step Python Tutorial for Beginners,"Today we will create a highly sophisticated Tkinter application, which is PERFECT for beginners and even intermediate Python developers!! 💻💻💻
In this tutorial, we will:
⭐ connect an SQLite database of recipes to our app.
⭐ create a BEAUTIFUL graphic user interface with Tkinter.
⭐ randomly shuffle recipes and display them on the app.
⭐ preprocess table records.
⭐ use CUSTOM FONTS with Tkinter (works with Windows only).

I will guide you step by step, explaining each command, the logic behind it and even different approaches we can take! 
This tutorial is designed especially for folks who are comfortable with Python but struggle to apply it in practice. Additionally, complete Python beginners will get all the instructions they need to keep up the phase! 😀

Download Starter Files (and Complete Project Files):
https://github.com/MariyaSha/RandomRecipePicker/blob/main/README.md

Install dependencies (Anaconda):
🐍 conda install -c anaconda tk
🐍 conda install -c anaconda pillow
🐍 conda install -c anaconda numpy
🐍 conda install -c conda-forge pyglet

Install dependencies (Pip):
🐍 pip install tkinter
🐍 pip install pillow
🐍 pip install numpy
🐍 pip install pyglet

Related Tutorials of Mine:
----------------------------------------------------------
⭐ Install Python with Anaconda:
       https://youtu.be/MUZtVEDKXsk
⭐ SQLite Basics:
       https://youtu.be/Ohj-CqALrwk
⭐ Web Scrape Databases with SQLite and Mechanical Soup:
       https://youtu.be/MkGQmZoMuRM
⭐ Create simple GUI app with Tkinter:
       https://youtu.be/itRLRfuL_PQ
⭐ Create advanced GUI app with Tkinter:
       https://youtu.be/y8PR4lTAh5E

⏰TIME STAMPS ⏰
----------------------------------------------------------
00:00 - intro
00:25 - starter files and wireframe
01:09 - create empty Tkinter window
01:33 - run Tkinter app
02:43 - set window title
02:58 - center window on the screen (Eval method)
04:00 - create Frame widget with custom width, height and background
05:32 - center window with Geometry method (alternative approach)
06:58 - create image widget
10:03 - center widgets in frame with pack propagate
11:01 - create Label widget
11:49 - fonts in Tkinter
13:20 - create Button widget
13:56 - change cursor to pointing hand
14:47 - button callback and why lambda is important
16:21 - add padding around widgets
17:05 - code refactoring
20:08 - connect SQLite database file
22:01 - database architecture walkthrough
23:54 - select all table names of a database with SQL
25:18 - fetch random database tables with SQL and NumPy
26:25 - fetch table records
27:56 - preprocess table name and records
30:09 - conditional list comprehension
34:45 - switch between frames
38:31 - remove widgets from frame
40:43 - sticky (remove white corners)
41:45 - label background in full window width
42:41 - use CUSTOM FONTS in Tkinter
43:24 - Pyglet
45:23 - Thanks for watching! :)
----------------------------------------------------------

🖇️ CREDITS  🖇️
Database web scraped from:
https://cosylab.iiitd.edu.in/recipedb/

Switch between frames on Stackoverflow:
https://stackoverflow.com/questions/7546050/switch-between-two-frames-in-tkinter

Beautiful Icons by:
flaticon.com","['tkinter', 'tk', 'gui', 'graphic user interface', 'ui', 'user interface', 'graphic interface', 'app', 'application', 'sqlite', 'sqlite3', 'sql']",2022-06-15T15:30:11Z,147852,3862,,279,PT45M54S,hd,false
27,8O_fU_qrDoY,Python Simplified,"Fun Python Exercise - Convert Numbers to Images with NumPy, OpenCV and Pillow","In this exercise we will use our NumPy skills to convert numbers into images 💪💪💪 We will see examples of 2 very useful Python image libraries: OpenCV (cv2) and Pillow (PIL). And also discuss the differences between them.

The purpose of this tutorial is to guide you step by step from creating the most simple greyscale image - all the way until drawing a complex structure of RGB windows! or even a smooth turquoise gradient image! 🤩

⭐ Clone Complete Tutorial Code ⭐
  https://app.wayscript.com/lairs/6dac2c5c-9285-4ef2-8f34-4cd16d106cea/public

--------------------------------------------------------------

🛑 If this is the first time you are working with NumPy,
I recommend watching the beginning of my Ultimate Guide to NumPy Arrays tutorial:
https://youtu.be/lLRBYKwP8GQ

🛑 If this is the first time you are working with RGB/BGR/Greyscale,
I recommend watching my Image into Matrix Tutorial:
https://youtu.be/mAMTXJJQBDI

⌚ TIME STAMPS ⌚
---------------------------------------
00:00 - intro
00:34 - import NumPy and OpenCv
00:58 - create empty array 
01:41 - save array as PNG image
02:30 - grayscale image - 50 Shades of Grey
03:26 - region of interest
04:27 - floor division
06:21 - smooth greyscale gradient image
---------------------------------------
06:43 - convert grayscale image to BGR
08:02 - red gradient BGR image
09:01 - turquoise/yellow gradient BGR images
---------------------------------------
09:35 - artistic RGB image with Pillow
11:29 - fill NumPy image background
11:40 - draw square with NumPy
13:15 - working with relative coordinates
15:17 - draw window pattern with NumPy
18:49 - apply random color
20:57 - thanks for watching!

👨‍👩‍👧 RELATED VIDEOS OF MINE 👨‍👩‍👧
---------------------------------------
⭐ Image into Matrix:
       https://youtu.be/mAMTXJJQBDI
⭐ Draw with OpenCV:
       https://youtu.be/PtvN8ad9N3g
⭐ Ultimate Guide to NumPy Arrays:
       https://youtu.be/lLRBYKwP8GQ
⭐ Ultimate Guide to NumPy Operations:
       https://youtu.be/E1IPJOd7dWQ

🐦 SOCIAL MEDIA 🐦
---------------------------------------
Share your NumPy Images with Me! 🤩🤩🤩
⭐ LinkedIn: 
       https://www.linkedin.com/in/mariyasha888/
⭐ Twitter: 
       https://twitter.com/MariyaSha888

* CREDITS *
---------------------------------------
Icons and Graphics by: flaticon.com","['opencv', 'open-cv', 'open cv', 'numpy', 'np', 'image to matrix', 'matrix to image', 'number to color', 'rgb', 'bgr', 'python', 'python programming']",2022-05-31T15:00:04Z,21353,866,,79,PT21M18S,hd,true
28,K4LAjQgsWUE,Python Simplified,Create Twitter Bot with Python - TO BE REFILMED! XD,"In todays tutorial we will learn how to automate Twitter processes, or in other words - we will create an extra friendly liking bot!  🤖🤖🤖
This live streaming tutorial is perfect for beginners! all you need is to have Python installed on your system (I'm using Python 3.9 in case you'd like to match versions 🤪) and we will take care of everything else together!

Complete tutorial code can be found on my Github:
https://github.com/MariyaSha/TwitterBot

The main purpose of this stream is to reflect on how easy it is to set up bots on social media platforms. Additionally, we will discuss whether you think it's good or bad - are extra layers of protection required? or do you like the current ""wild wild west"" situation? 🙃
And even though our bot is going to be fluffy and harmless - can you imagine what experienced black hats with malicious intents have been doing with this technology throughout the years? (hint: phishing, impersonating and other fraud-related issues)

So I propose this experiment - will Twitter ever detect our bots? and how soon will this happen? (if at all)

🛑 BEFORE THE STREAM BEGINS 🛑
_____________________________________
⭐ Please make sure you have Python installed on your computer! 
       If you're not sure how, please checkout my Anaconda installation tutorial:
       https://youtu.be/MUZtVEDKXsk
⭐ Please make sure you have a ⚠️ dummy Twitter account ⚠️ in advance!
       This cannot be your personal account!! don't risk it!

🛑 WILL WE GET IN TROUBLE? 🛑
_____________________________________
one way to avoid trouble is to use a dummy account that is not associated with your personal account. (with that said, I've used my personal social media accounts multiple times for scraping 😅😅😅 needless to say that nothing happened, but keep in mind that your account may be suspended or God forbid deleted if it's labeled as a bot... it's probably not worth the risk!)

Also, everything I cover in this tutorial can be easily found in the Selenium documentation:
https://www.selenium.dev/documentation/
Selenium is a popular tool that many developers use on a daily basis. I encourage you to do your own research and find out for yourself whether bot-making suits you or not 😀

⭐ AUTOMATE OTHER SOCIAL MEDIA PLATFORMS ⭐
_____________________________________
If you'd like to find out more about web scraping and automation - I have a full playlist of YouTube videos to get you up to speed: https://youtube.com/playlist?list=PLqXS1b2lRpYSkvxnk3quzKL08oRJiP9LA","['selenium', 'python', 'pythonprogramming', 'programming', 'webscraping', 'web scraping', 'bot', 'bot making', 'create bot', 'twitter bot', 'twitter bots']",2022-05-21T20:33:39Z,16390,664,,60,PT2H49M4S,hd,false
29,CsCPq02xQ8U,Python Simplified,My Twitter Bot is Ready - Upcoming LIVE STREAM tutorial web scraping with Python Selenium,,,2022-05-19T21:50:44Z,8273,429,,49,PT48S,hd,false
30,yrn1OYu9q0E,Python Simplified,PyScript First Impressions - Run Python in HTML Document - RIP JavaScript,"In this stream we will talk about a HUGE milestone for Python - The brand new PyScript framework! We will see a demonstration of how to use PyScript, how to combine it with HTML, CSS and JavaScript, and we will also test some of the features in this fun First Impressions tutorial.
Please keep in mind that PyScript is so new that they don't even have documentation at this point of time, so prepare to be extra creative and adventurous as we will try to figure everything out on our own.
After the demonstration I will of course stick around for some viewer questions and comments :)

PyScript Repository on Github:
https://github.com/pyscript/pyscript

List of Available Packages/Libraries with PyScript:
https://github.com/pyodide/pyodide/tree/main/packages","['python', 'py-script', 'pyscript', 'py', 'pyscript python', 'html python']",2022-05-17T19:58:52Z,56071,1864,,141,PT2H19M13S,hd,false
31,E1IPJOd7dWQ,Python Simplified,NumPy Operations - Ultimate Guide to Methods and Functions for Beginners!,"In this tutorial we will dive much deeper into NumPy - focusing on important array methods, functions and of course - math! 🤓
We will begin with a quick recap of the previous tutorial and we will then move on with lots of detailed examples and handy tricks!
You can find links to my previous tutorial (and other NumPy-related videos of mine) in the related videos section below.
📝 quick note:  at 24:18 - the floating point numbers originated from (b/a) and not from np.floor()

⭐ CLONE MY CODE ⭐
-------------------------------------------------------
https://app.wayscript.com/lairs/e0b34e70-4b3b-490f-95f5-b60d9bca2ccb/public

please note, I've included all the formulas and graphics inside the README document in the link above ⬆️⬆️⬆️ please feel free to save and use them as you wish 😊

🎥 RELATED VIDEOS 🎥
-------------------------------------------------------
⭐ Ultimate Guide to NumPy Arrays (PART 1 of this tutorial): 
       https://youtu.be/lLRBYKwP8GQ
⭐ Python Learning Roadmap:
      https://youtu.be/wFEC7VbWBZo
⭐ Train Basic Neural Network with NumPy and Pandas:
      https://youtu.be/xpPX3fBM9dU
⭐ Basic Guide to Pandas:
      https://youtu.be/zN2Hua6oII0

⏰ TIME STAMPS ⏰
-------------------------------------------------------
00:00 - intro
---------------♻️ RECAP ♻️----------------
00:30 - create 2D demo arrays
01:56 - dtype attribute
-------------------------------------------------------
02:52 - fill array with values
03:41 - assignment operators 
04:12 - NumPy is Python or C?
06:11 - sum of array
06:52 - sum of columns or rows only
08:36 - product of array
09:15 - average of array (mean)
09:31 - minimum and maximum values
10:02 - index of minimum and maximum values
10:33 - peak to peak method (ptp)
11:10 - size attribute
11:50 - flatten vs ravel methods
13:03 - repeat function
14:10 - non-flat repeat function
14:50 - unique function
15:20 - diagonal function
16:05 - convert array to list
16:38 - save array to file
17:12 - swap axes of array
17:56 - transpose method
18:27 - T attribute
19:02 - NumPy documentation
20:07 - simple operations on 2 matrices
21:12 - modulo
22:31 - floor division
24:26 - matrix multiplication
27:41 - thanks for watching! :)

🔗 LINKS AND CREDITS 🔗
-------------------------------------------------------
⭐ NumPy Documentation:
       https://numpy.org/doc/stable/reference/generated/numpy.ndarray.html
⭐ Emoji from:
       https://www.flaticon.com/
⭐ Text Effects from:
       https://mixkit.co/free-premiere-pro-templates/titles/","['numpy', 'python', 'python programming', 'NumPy', 'np', 'array', 'ndarray', 'n dimensional array', 'nd-array', 'n-dimensional array', 'matrix', 'matrices']",2022-05-13T15:00:11Z,21514,792,,65,PT28M7S,hd,true
