video_id,comments
rwWCyXYwPhA,"[""I see you scrolling down! Don't forget to like and subscribe first!!!"", 'A question if you do the CS50 course for Python, are you than an beginner or intermediate etc?', 'is your course for beginners\n?', 'everything is figureoutable.... hmm', 'Well that python for beginners by university of Michigan in coursera is now paid', 'Love From India 🇮🇳❣️', 'This is all common sense with an ad 🤦🏾\u200d♂️', 'justify your position, give a neutral single source apart from affiliate source', 'Buy a bigger shirt buddy', 'what is the difference between Udemy Vs ZTM trying to decided if i should start Python  - Zero to Master on Udemy or on ZTM ?']"
shgenxYHKrs,"['Access 150+ FREE courses around trending categories such as Data Science, DevOps, Cyber Security and AI via SkillUp by Simplilearn: https://www.simplilearn.com/learn-devops-basics-skillup?utm_campaign=InternetMadeCoder-Integrated&utm_medium=Others&utm_source=youtube', ""Great editing and precarious voice diction, you're good"", 'Would your current employer be worried? Thank you for your ideas and advice!', '7:47 was the funniest part of the video 😂', 'Im intern in company \nBut i still love your videos', 'Ure absolutely Right! Great job :D', 'Hey! Great video and you covered very valuable points.. I just want to make request that how should I start learning python as In future I want to be a coder.... Need your help.BTW very good video', 'Math is importatnt to software engineer?\n\ncan i do better math?', 'I’m stuck learning to code on free code camp but is willing to learn the basic code', 'What laptop is best for beginners developer in windows 🙌🏻']"
S73BVF-v0rI,"['Create an app with the most powerful mobile app builder, AppMySite: https://www.appmysite.com/?utm_source=youtube&utm_medium=sponsored&utm_campaign=internetmadecoder&utm_content=sponsored-video-I-Tried-Coding-an-App-on-my-Phone', ""You can't code on an iPhone."", ""I've been coding on my phone since 2018. I made my first webpage on my phone. I've been coding simple python apps with Pydroid. \nI found it easier to code on my Android phone than my iPhone."", 'or simply you can use codeAssist😅', 'I actually started learning how to code python using my phone. The best app I had seen was Pydroid3. It had a terminal which allowed me to install basically, any python module. \nIt was very nice to use', 'Underrated', ""Do I need to have an account with with these browser based IDE's on a PC  to code on my phone? Pls help"", 'can you create aappp in ionic based on this(online courses) topic\n', ""Best Experiment I've Ever Seen"", 'Why not use Pydroid?']"
bIjJVKmAz98,"['GET STARTED WITH REPLIT -  https://replit.com?utm_source=YouTube&utm_medium=influencer_ads&utm_campaign=YT_SEO&utm_term=&utm_content=Internet_Made_Coder', 'Thank you soomuch more pls you realy made it easy for me to understand after 4 years of being a computer eng here in ph', ""Michigan is NOT free. It's just a 7 day trial, then $49 per month."", ""If you're struggling to learn Python like I was, here's a game changer:\nAvoid long, complicated online tutorials. You must first walk before you can run.\nBegin with the most fundamental books. Once you've mastered them, everything else becomes much easier to learn.\nFor those interested in books, the best basic one is Javascript In Less Than 50 Pages.\nAlthough it is about Javascript, it is the quickest way to learn concepts that will be useful in any programming language.\nSecond, I'd suggest A Smarter Way to Learn Python. Your understanding will evolve."", 'I have no  knowledge in coding or programming and have difficulties on when to use brackets, comma,question mark etc can you help me', 'I wish I studied computer science long time ago but I am 35 but I really love computer and technology and coding looks easier for me but these functions variables making programs to make life easier for others is a lot more fun and entertaining', 'what is that keyboard?', 'So good bro🎉; such a good one', 'This is an AWESOME video! Thank you!', 'Is print(f""Final score is: {score}"") same as print(""Final score is: ""+str(score)) ? Thats how I would write it.']"
RwJoTlrk7B4,"['Invest in blue-chip art for the very first time by signing up for Masterworks:\nhttp://masterworks.art/internetmadecoder\nPurchase shares in great masterpieces from artists like Pablo Picasso, Banksy, Andy Warhol, and more.\nSee important Masterworks disclosures: https://mw-art.co/37WwvbD.', 'كيفك ابو الكلاب', 'why mac?', 'Simple and efficient setup! I use 27” monitor and macbook pro 16” 2019, and wanna buy laptop stand and keyboard with mouse or trackpad instead mouse, cause i really like gestures in macbook trackpad', 'Nice video dude.', 'You have a very beautiful and comfortable workplace', '$8,000 for a MacBook Air? Shit', 'correct me if i\'m wrong, what i understood from your videos are you would first recommend taking ""the python for everybody"" course which I found at the University Of Michigan online. After completing that, you would recommend taking ""The Odin Project course"".  Lastly you would recommend taking The sc50 Harvard course?', 'Yo bro there is an account acting as you asking to text them and giving an investement.', ""Hiii, \n    i am a CSE student knows PYTHON but don't know C++, i am starting DSA and people telling me switch to C++ and i have only 1 year left for placement, do u think i need to switch just for competitive programming and clearing online coding rounds, does it help me inside the company\nOR\nJust Do much better in python and build some projects...""]"
wgim_TM9zao,"[""Invest in blue-chip art for the very first time by signing up for Masterworks:\nhttp://masterworks.art/internetmadecoder\nPurchase shares in great masterpieces from artists like Pablo Picasso, Banksy, Andy Warhol, and more.\nSee important Masterworks disclosures: https://mw-art.co/37WwvbD.\n\nThanks to Masterworks for sponsoring today's video!"", '""Luck is what happens when preparedness meets opportunity""\n\nLet\'s get this money guys', 'Is M1 MacBook Pro good enough to learn coding?', 'You have mentioned the learning experience of the CS50 course pretty often. The online course actually introduces C language first for beginners and many people feel it is difficult to learn C first without knowing any programming knowledge. Some people raise a question like ""Why do I have to learn C first in this course? Because Python seems to be easier for me!""\nSo, my request is can you make a video or even short post explaining how learning C first built & solidified your fundamental programming knolwedge to advance to a next level? I want a video more specific than the previous one!\nBtw, your video is always inspiring and encouraging for beginners like me🔥 Thanks, man!💫    -From Korea:)', 'Stay focus is key🔑', 'Your videos motivate me to program, you are the best', 'You are my guru in this coding path.. Thanks a lot my mentor', 'How many programming languages you know?and what are they?', 'thanks for the info , can i know your age ?', 'I learnt in One month made my website and windows applications']"
NCvI-K0Gp90,"['Tell me your Python automation ideas!!!\n\nSign up to Morning Brew for free today: https://morningbrewdaily.com/internetmadecoder', 'I love how honest u are ;) like i also searched it on the internet.', 'Thank you! Everyone in comments such brilliant minds! 🙏🏾', 'Morning Brew is leftist propaganda', ""i automated a modification in 1500 JSON files with chat GPT, adding attributes - organization - replacement - code modification ... i don't know anything about coing 😂😂"", 'so the bit at 6.46 where you say about the class we created........you didnt actually cover making this class so essentially skipped an explanation on that step before doing the for loop . just fyi. otherwise great tutorial :)', ""I'm a beginner.\n1.Can you say how many hours take to complete this program?\n2.if I want to write a program, How to prepare my thought process like what are the functions that need to this program and how can I select a library?"", 'Taktyczny', 'Aula parabéns you 👍🏼✍️👏🏻', 'I am studying coding at my university, we have been learning about stuff like WinApi to do windows using C++ and stuff\nJust a couple of days ago I realized I could be using what I am learning for stuff I need to do in my daily life, and no just using this knowledge at homework and school projects\n\nThis video was very interesting and fun! I enjoyed it a lot ^^']"
6sGA8CRWzEQ,"['Project vids coming soon!!\n\nGet started with Filestack! - Simple file uploader & powerful APIs to upload, transform & deliver any file into your app: https://www.filestack.com/?utm_source=InternetMadeCoder&utm_medium=Leads%20Acquisition&utm_content=MyMinimalistProductivitySystem&utm_campaign=0522-YT-PreRollAd', 'Thank you so much for the review, well done', 'I had tried all the productivity tools and system, but nothing stuck with me!I had tried to do list,calendar, note taking, goal setting,habits ,GTD,pomodoro,Evernote,Notion,Asana,Keep,Mindmapping,OneNote,Excel, Word and on and on.I read so many books from Atomic Habits, GTD,Goals by Brian Tracy, you name it.Can you give an advice on this issue? Thanks', 'its a extra good tutorial', 'How much hours did you put in daily when were at the beginning?', ""Your videos has been so inspiring, thanks a lot. Please I would like you to make a review video of Nand2Tetris and also share with us the best time to start the course, is it after CS50 or after CS50'S Web course, and where to start the course. Thanks again."", 'Laravel php Tutorial https://youtu.be/ddtzAKP_h4c', 'do a video how u organize ur system. and whats software u use for more productivity...', 'I am 16 and I don’t know what I want to do when I am older ,so I am reading a book to learn how to programm I don’t know what App I need to use tho', 'which programming language you are using ?']"
trJUReNSMSA,"['Thanks for the Lofi music suggestion... That really works', 'This video is so underrated', 'This is a very motivational video, all filmed at a high level', 'Cha gye guru 😂😂', 'The Shia LaBeouf cut was great. Just Do It! Great video Tuomas. I am going to spread the word about you, sir.', 'I really appreciate about how you dicipline your selfie. I think thats part itu the Hard if ourself. And being focus thNk to reminder.', 'where is your background from?', ""Facts, I been procrastinating a lot the past week. But I been watching and reading other peoples code to keep my mind fresh. But Im staying motivated to learn more. Already nearly halfway through my Udemy course, it was easy to get through the other modules but I hit this long 7 hour module that definitely has me procrastinating when learning a new technology. I realize I can get through shorter modules but long 5 hr+ modules be a problem for me but I'm getting through it."", 'This is how exactly what i felt  in college ( then dropout of college😅) now i have no idea what to do ?? Stuck! 🥲', 'As I told before your channel is flooded with subscribers....and I love at 7:45  Do it ..Just do it']"
vJmANYneTQs,"[""Can someone HELP me, I asked someone to download me for uni a program bc I don't know how and after that my FB account got hacked and that person got a mail that their personal data pictures and stuff was uploaded to a site bc they logged in some time ago on my laptop to their google account but when they download their account wasn't connected, idk what site but can it be taken down. In my country we don't really have laws for it and I can't contact authorities"", ""2:19\nYeah, I've seen those.\n\n9:49\nHAHAHA."", 'Thank you for such great explanations in the video', 'You take a good decision to make your second channel called \nThe Internetpreneur\nSUBSCRIBED THIS CHANNEL!', 'Thanks a lot for sharing such a useful information, Many people can get scammed or hacked easily even me I got hacked and lost 500$, So we must be very careful, also loving your content!', 'as a white hat hacker, the advise that i can give you is that be careful with what you are posting on the internet and what information you are providing on social media. We are doing a technique called OSINT ( Open-source-intelligence )  which in other words is information gathering and there are 2 types of OSINT passive and active . Many businesses out there are getting ransomed because they have their information leaked, resulting in social engineering, brute-forcing, hash cracking etc . Last tip is to scan suspicious programs or you might end up with a root kit in your system', 'Can I have access to your code, in using to guess the password', ""My laptop died now l'm coding on phone 😑"", 'I would never ever use public wifi. Always use my phone. Man in the middle attacks or other data grabbing is soooo easy with public wifi', 'Good video, next best platform to start freelance in Web developer😇😇']"
tPMb3bEuyG0,"['Going to Spain is the best part!', 'This is same like ny friend when get remote work job', 'Learning from your channel lol don’t get it new is the is a “stackoverflow” joke ? Lol', 'I am subscribing you for this video... Yeah, this is what everyone does... Almost everyone...  xD', ""We don't even think twice for that 😅😅😅"", 'A very short, but so punctuated video', 'LOL 😂', ""I am starting from this very day today I'll comment down after 4 months to showcase my progress"", '😂', 'Subscribed! So funny because i can relate to it.']"
lpcmW7-yS4M,"['Nerd in Paris > Emily in Paris', 'Congratulations on your purchase, you deserve it!', 'Send me your old laptop please… Just started coding and my pc is extremely slow', 'These M1 MACS are awsome! 💪', ""Welcome in France man, I hope you'll enjoy"", ""My laptop died now l'm coding on phone 😑"", ""So lucky man you can at least afford MacBook pro I can't even afford the cheapest one. 😥😥😥"", ""Why are you using Var to declare your variables aren't you suppose to use let and const ?"", 'Are u a software(web) developer at remote company ?', '💙']"
PvNOFBp9s0w,"['I guess Ryanair is the Sprit airlines of Europe lol', 'The Video Quality was so high, you deserve a lot more subs then you already have you motivated me to take CS50. It was the best decision of my life THANK YOU SO MUCH!', ""You're just like me.. ahaah literally. Found you some time ago and now I'm watching all yours vids. <3\nThank you for sharing."", ""I've been waiting for my Mac book pro max a ridiculously long time. It'll be 2 months and it's estimated to arrive the 18-23 of this month. :/ so disappointed"", '👍🎉', 'I\'ve done the same twice! Back in 2006 when I got my first black MacBook and again in 2019 for my 16"" MacBook Pro. I flew from Kuwait to Dubai because we don\'t have an Apple Store in Kuwait. It\'s an hour and 15 mins flight. The first time I flew out for only half a day just to get it and flew back. I\'d so do this again if I had to. GREAT VIDEO!', 'He really was like “my life is so interesting I will vlog on a coding channel”', ""Just wondering, What are the minimum specifications of a laptop required for a beginner in coding, programming, ... Who's going to be self-teaching online? Great content you're putting out here for us."", ""So lucky you didn't get robbed carrying a 4k laptop in an apple paper bag across France in to Paris, one of the highest crime rate areas in Europe 😂"", 'For which company u work for...?']"
eiQzzMt-J3Y,"[""YES, I realise that audio in this video was bad, it's not because of my mic, it's because I messed up the settings on my editor and didn't listen back to it properly. Apologies!"", 'At some point I stopped listening to the video content and started thinking how he convinced me to hit the like', 'Thank you so much', 'Damn it you..... now i have to actually hit the like button 😅\nwell it was worth a like', 'create a binary tree now', 'Which programming language we implement with?', 'I’m a front end developer and constantly struggle with leet code so I’m just forcing my self to learn them via a course and by doing atleast 2 or 3 leetcode or hacker rank problems a day struggle every day but that’s part of it.', 'Bro the part where you say ""Scientists show that people who hit the like button on your video is 700% more likely to get jobs at google, you think am lying?? What if I\'m not you might as well do it because it\'s free and if there\'s even 0.0001% chance of it being true why not try it!"" lol too good', 'Everyone:  You may want to set your Playback Speed for .5 if you wish to keep up!', 'You have a lot of good info for the beginner; one suggestion is for you to slow down when you talk, and to maybe take a foundational course in adult learning principles, which would help in streamlining your presentation, and also benefit the learner']"
fiHrbnT1NTY,"['This just in: Science has shown that people who like this video learn anything 675% faster.\n\nAnother thing you should do is get started with your PRO website at:  https://hostinger.com/internetmadecoder (Get up to 91% off on all yearly plans with code INTERNETMADECODER)', ""If you don't use it you lose it :)"", 'I’m a chef making the change. Next week first interview! (I’m 6 months in) I think I’m doing okay lol', ""I've been putting off learning to code for almost a decade! The first time i tried, i bought an arduino and began to learn how to do basic manipulation of I/O to turn on an LED or apply pwm to an LED, but I found most of the time I reverted to Googling and borrowing code someone had already written. The pure complexity of programming languages caused me to believe i was not smart enough to learn it. I gave up. nearly 10 years later, I have developed so much interest in artificial intelligence, smart home control and the idea that there is so much more i can do now than 10 years ago has re-lit my fire! I'm still not confident but decided that If i am going to actually pursue my interests and gain a new direction in life and my career, I simply cannot progress without learning to code. I have chosen Python as it seems to be the easiest language to learn so here i am, wish me luck!"", 'Man I am currently facing the same problem that you are answering and  I am fascinated by your content its like Pure and Authentic.', 'Iam From India I Nice Video', ""It's like you are reading my mind. I've also graduated in economics and never had a desire to be good at it"", 'aaaaa stop being so good at creating binge sessions aaaaaa', 'They say procrastination is actually a human defense mechanism that keeps us safe from stress. Deep learning is different from shallow learning. I am loving your content though.', 'i lo ve the video bro']"
JwRsn2VYzmQ,"['Soon I will also talk about how on top of working smart, I ALSO work HARD (many hours) without getting tired, so definitely subscribe to not miss it!', ""i  recommend to using pomodor app, to learn-take break-learn and so on so you shouldn't get overwhelmed"", 'This ""rewarding"" you mentioned at 4:10 ist actually a bad advice. Source is Mr huberman. You train yourself to just do stuff cause of the reward and you will stop enjoying things you need to do or you are more likely to quit. Sounds counter intuitive but its true. He has Videos about it on YouTube aswell', ""Yeah, I thought I just gonna watch only 1 videos of yours, I don't know how i end up watching 3 & this is the 3rd one. Probably because I had a good night sleep & wake up early this morning, or you're really good at explaining. Here's is 1 like from me from your new subscriber.\n\np/s: I like how you sound lazy when talking but can still manage to captured every words you said even I'm struggling with English. Love your vibe, not too loud & excited it makes me feel tired just by listening."", ""It's a Japanese trick, they commit to 1 minute. Works great with exercise too."", 'Programming is for loosers!', 'Thank you so much for your videos, they confirm habits I’m attempting and also add more ideas for productivity as I am attempting to learn coding languages.', ""en que te enfocaste? en desarrolloweb, o ciencia de datos'"", ""Thanks a lot for your content and as far as I've seen you, special thanks for this golden keys because they are quite apropiate for people who are interested in really grow through getting their goals done. Thanks a lot. 👌🏻"", 'I find it incredible how you managed to learn so many things in just 4 months and become employable. Have you done computer science in high school? Or math? You say you have an economics degree, I think you got some of that analytical thinking there.\n\nSORRY FOR MY ENGLISH']"
TcJtu_4zvFU,"['For those who may be confused like I was: you\'ll also need to install a plugin called ""starter templates"" to get the one shown in the video! see 6:55', 'Nice one bro,u contents are always superb', 'Love watching your vids helps me feel more inspired to learn more as my initial desire for information/learning decimated..', 'I am so impressed of your accent and video quality. I tought you are some random guy from Us because you speak so perfect english for Finnish guy. Also how do you have under 20 videos and quality of youtuber who has been doing this for years.(I am also Finnish so nice to see good Finnish youtubers doing videos in english)', 'Does these platforms (WordPress,Wix, Shopify, Square face, hostinger etc.) treat to Web developers career. When people learn to build websites from this platforms(not saying its a bad thing.thats how technology evolve) , do they still need Web developers to build their websites. What is your opinion????', ""I do blogging on medium too and haven't own a website do I need to owe one?"", 'your video is very helpful. thank you so much !!!', 'Audio sounds a bit off', 'Get started with your PRO website:  https://hostinger.com/internetmadecoder (Get up to 91% off on all yearly plans with code INTERNETMADECODER)\n\nApologies for the terrible audio on the video, blame my mic.', 'Hello guyz can anyone tell were can i learn c++ and java from zero to pro🥵']"
HQHTG2fj8QQ,"['Do you like math?\n\nBtw another more approachable resource to learn the basics of Math for Computer Science are these lecture slides: https://cims.nyu.edu/~regev/teaching/discrete_math_fall_2005/dmbook.pdf', ""I'm not good at math. but I'm not scared I'm still learning."", 'Do you think using Khan academy to learn all the math you need is sufficient?', 'Something that came out of the Data Science boom a few years ago… all the DS boot camps in the world won’t make you a DS. It only makes you either a data analyst or data engineer. \nDS requires a PhD or masters. You need to be really good at math, hypothesis testing, and DOCUMENTING your work.', 'math and computer science are for people with above average IQ. i know people like me who pursued computer science and finished it with barely passing grades and often repeated majors end up in other fields after college', ""honestly, when I was younger one of my hardest barriers against learning programming was the sheer amout of math that was showed down my troath, I had a hard time learning math because in various times trough my school years I feel behind in some aspects and learning math without going step for step is like going up the stairs triying to jumpo 10 steps.\n\nNow my current barrier is learning that there are so many different disciplines of coding and I don't know witch one do I pic..."", ""it's not necessarily that math trains people as much as it is that math filters people. Sure, math is the best investment if you want to develop general problems solving skills, but the real reason math majors are at the top in coding bootcamps is because people who finish math degrees are smarter than the average joe."", 'Math never leaves me 🚩', 'Sometimes programming can be used to help with math. Many apps do this, mostly apps like graphing-calculators and such.', 'Found this Video after the Data structures video and im hooked.']"
EJlPIfNSFH8,"['TO BE CLEAR: David Malan is NOT DEAD, that is NOT what I meant 🤣', 'will i get free certificate from this course', 'You made me scared for a second when I saw R.I.P. Then I saw pinned comment. Thank god.', 'Is it good if I take cs50 Python then take cs50 Web development?', 'Agreed, I had the most boring monotone voiced teacher with zero enthusiasm for an intro to cs course many years ago and ended up dropping it.', 'Would it be helpful if I am interested in learning Front-end development,  specifically, and not Full stack development?', 'You Always inspire me Thanks a lot I like your content so great to have you I have a question I hv basic understanding or I can say even more in html and css now I just started the CS50w web programming with python and Javascript but I did not took the CS50 Computer Science Introduction so is it it like what do you say is better to stop the cs50W and start the cs50 computer science or I should stick with the cs50w then take cs50 Thanks', 'Really motivational and helpful video, thanks man!', ""about 4 month ago I watched your cs50x review and It got me interested so I started doing it. Now I'm working on my final project of cs50w, so I just want to thank you for introducing me to this course. \nalso what did you start doing after cs50w if you don't mind, cuz I'm not sure what to do after finishing it."", 'I liked the last section of your video where u said do not pay for it 😂']"
nLE8onwWn5o,"['1:29 what site is that handy tool from? Anybody?', 'YOU HAVE SAVED ME FROM DARKNESS OF CODING TUTORIAL! THANKS ALOT!!! KEEP UP THE EXCELLENT WORK!', 'Hi From Costa Rica brother.\n\nMan, I just love it: 3Blue1Brown , I started viewing your channel this week, and I have to say ""You Rock"". I\'m in the process of starting The University in Software Engineering and Math is one of those topics I found scary a bit. But I\'m sure getting more confident with the resources I found on your channel. Thank you so very much, you make me really want to go all the way with this journey. Bles..!', 'You, are slowly changing my life', 'Most of the time when I completed a code in Python, whether it was successful or not, I put it in THONNY IDE and run it step by step in debug mode to understand what really happened step by step. Sometimes we get the necessary output but we are not 100% sure how we achieved it. So I think it made my learning and understanding faster.', ""I am a visual  learner too, and in the last few years my memory  became  short...I will study something  but after a few months ,I feel like I don't  remember  anything  about it! \nDo you think these strategies  will help me?"", ""Bro please kindly help me . I love to do coding but i really don't  know what exactly I need to do \nI mean which one ... like\n data scientist \nWeb stack developer \nSoftware engineer \nA programmer...\nAs a beginner what should I do ???\nI am statistician what should be the best for me ..."", ""I wonder if using mind maps would make learning this faster?  And how do you compare that to using notion?\nAnd can this way of learning apply to Python, which I'm learning right now, and is there a website similar to the one you're talking about in this video?"", 'Being ""right-brained"" makes it especially difficult to grasp ""left-brained"" concepts, but once you do get it, that creativity can actually pull a lot of weight in the design process.\n\nTo put it another way, Some people struggle with understanding but might excel at implementation, and others vice versa. The lucky ones excel at both!\n\nAnyway, I\'m glad to hear someone else express the importance of visualization, and provide such great resources too! 💯', 'I must say I am impressed you really have gathered so many resources into one. You should really create a simple website and have all these links up. Also you could link to all your YouTube videos and bump the SEO of your videos up as well.']"
Sv8ZDQFTdBE,"['per annum?', ""I'm envious of developers in first world countries who are earning money that I can only dream about. Here I am, a developer with 9 years of experience in a third world country, earning less than $2k a month before taxes. Hopefully, I can find a local or remote company to improve my earnings this 2023."", 'Canada?', ""While the salary in Switzerland is still very high its probably not as good as it looks on the face of it. Switzerland has an extremely high cost of living and (correct me if I'm wrong) very high taxes for high earners. While that salary is still extremely good adjusting for cost of living and purchasing power it is probably more on par with the rest of Europe not the US as the US has both extremely good pay and relatively low taxes.\n\nAs you say Switzerland is still an awesome country but I doubt the pay would be work out being that much better all things taken into account. \n\nBtw while I knew there were big differences in tech salaries it still shocked me how big they are, especially considering that tech is one of the professions least affected by location and most amenable to remote work."", 'Abt Switzerland not sure abt 165K for an experienced engineer not FAANG. I live in Zürich and I make around 145K, but I doubt I can earn more than that.', 'I like your videos keep going \nWish all best for you', ""I'm from Yemen 🇾🇪\nThe salary is about 200$ just 😂🇾🇪👋"", 'The biggest mistake in your analisys is that in those thech companies with big salaries there are much greater salaries that paid not to software developers.', 'Yeah figures the living cost along with living standards in India is pretty low. As for when you said a big part of your audience is from India welp that probably coz of crazy population number our country has.', 'It´s quite surprising for me to see such high salaries in Germany for entry-level. As a junior developer with 1 year of experience, I get around $27k per year there.']"
1myqNF7Cdqs,"[""Here are some other videos I've made that might interest you:\nHow I Learned to Code in 4 Months: https://youtu.be/-VDXBHLU8q4\nCS50 Review (best course to learn Computer Science): https://youtu.be/-Zj1kepwRuw"", 'Thanks brother! I am a beginner after c ,Java or c++ want to get into faang.', ""nice video, i am a beginner currently learning python, i don't know what i want to specialise in but i want to learn a programming language i can use to get a Job"", 'Thanks, Man!', 'You tell to learn JavaScript, but all your tutorials are for python??', 'Why do you prefer python over JavaScript ?', 'I give you dislike just because you turn on advertisement on your channel.', 'what about Golang?', 'great!!', ""Is it a must to know html and CSS or can JavaScript be learnt without it? The Jonas course on udemy on mastering JavaScript seems good. If you had to pick one which would it be Python or Js? (I know it depends what you'd like to specialise in and do with it)""]"
buW9OMD2QeQ,"['Get My Notion template on the description of this video: https://youtu.be/gE5DVOfXy1s', 'thank you for the video', 'Very good content looking forward to apply what you teach me', ""What I'm learning is:\nTaking notes through active learning. Such as creating a question and answering the question in a language that could be understood by a person unfamiliar with the related topic. It's important to absorb information through practicing and challenging the brain than copying every note down..\n\nwhat i was hoping to see from this video was how to use notion to make CS notes more readable and easier to look back and study. I like the concept mentioned that is similar to Cornell notes. But I wanted to see how you used Notion features such as the toggle or the coding format. And maybe talk about if there's any difference using Apple or Windows to code or taking notes. I find it challenging to recall information on CS topics because it's delivered in a slide-show format combined with an application to demonstrate the code. I want to learn a note-taking style that helps compliment lectures like that. \n\nsorry, if this sounded like a criticism...my intention was to rant and share my thoughts. It's not to hurt anyone or make any content from this video seems like it has no value."", 'Thank you so much for the info.\nJust a note that the volume is low.', 'I first thinking that ""oh my lord why did I have to take a note or doing these on computer science anyway🤷\u200d♀"" ,but after I got so fun and seeing the more complex concepts that I think ""Hmmmmm... really need to remember how I understand this"" and I thinking of this video! thank you  so much to you for making this and to me for remember about this note taking system. Thank you!', 'Side note, correct me if I’m wrong, it’s self taught CS but not free - the notion is full of (affiliation) links to coursera?', 'Curiosity: do you still take physical notes? And where does it exactly fits in your learning process ?', ""wow that's amazing，thanks！！！！"", 'This is probably a great video, but you are doing entirely too much mumbling and not completing a full thought.']"
SWeMRVVPRUM,"[""Hello, I am 16 years old and I started learning programming before something like a month. And I'm having so much fun. It's so much fun for me to do some actions and create something special and personal of my own. I sit for something like 6 hours every day and I can not stop having fun in this area. It really opens up my world to places I would not have reached without programming. I'm just a month into it, and I have a desire to continue it for many years to come. It really is so much fun and I recommend everyone to engage in it. When you program you feel like the world is yours. And you produce it. There is no feeling more fun and exciting for me than a programmer. It's so much fun for me. Because once I sit in programming I really, really feel like I'm flying in the sky. In short I recommend everyone to start learning to program :) Thank you very much for taking the time and reading :)))"", 'I learned to code about 3 years ago, got a job a bit more than 2 years ago. I went past that initial motivation dip long ago and what keeps me going is this:  Every hour I spend learning, coding, and improving my skillset I am rising above hundreds of other people on the same level that are quitting because of difficulty and loss of motivation, thus making my skills more and more valuable and in demand every day and climbing up into a smaller and smaller and more elite group of people in the industry. \n\nSo in the long run the difficulty and long hours will be worth it.', 'Thanks for everything you share ♥️', 'Understand Coding with help of  economy,hmm intresting... Love you from India ❤️', 'By far one of your best videos, you show a great way of viewing difficulties of learning, thanks buddy.', ""Should I know a lot of math? I'm so terrible at math due to a bad math background that it's the one aspect of coding that terrifies me. Can I know how to code without an insane amount of math knowledge?"", ""You have a Bachelor’s degree Economics and that education typically takes 4 years complete. You spend around 3-4 years studying. That give you a much bigger advantages over that average joe because you know how to study. You know how to be persistence and disciplined enough to complete something. You don't give up because something is hard."", ""When something is hard to learn, the value of that knowledge will be more valuable compare to something that's easy to learn. That's why programmers get more pay."", 'Man I really like your channel. The content & presentation is really good it’s up there with andrei Jikh.', ""bro\r\nYou must trust *leakfullz* if you don't want to get scammed. you can check yt leakfullz""]"
EmxMf3CY-T4,"[""0:57 that guy looks familiar\n\nyoutube just recommended me one your vids and i'm super impressed with the quality of your videos- can't wait for your channel to blow up 🚀"", 'Thank you! I appreciate your honest approach to the day in the life of a self taught developer. I watched your videos on CS50 and CS50w and was very impressed. I have started the CS50 based on your recommendation.', 'Please do a video about how did you land your first job in a foreign country as a self taught', 'Hello sir ...I will be going in grade 11 ..I wanted to ask that is physics necessary for computer science and coding? And I wanted to ask how difficult was it for you to get your first job without a computer science degree?', 'I am watching from Bangladesh', 'Been learning how to code for a bit. Like the way that you structure your day. Gonna use a few', '*puts up timelapse of studying math, doesn’t write down any math', 'I discovered this channel yesterday and I subscribed instantly. Well even I study very less.', 'I liked the videos because the videos are short.', 'Keep it up!']"
IoQwy1TEgyw,"['See Your Sincerity is what made me one of your subscriber. You have the experience of going of track and retracing to success your Talent is HumbleHardworking. Which is Very hard for youtubers and we Love your Coding Infos personnel Way of Knowing and Explaining. Wonderful Work👍👌😊💐', ""I have the same sh..t problem like you in the Past. Do you would start a fresh new Channel because the Algo? Btw: I'm too a Front End Engineer. Peace ✌🏼"", 'поздравляю с быстрым ростом! очень здорово что это возможно в такой сфере)', ""Congratulations dude, I think you can be a huge YouTuber doing this self learning shit.\nWhen I saw your video, I subscribed instantly, that's is not what I do on other channel."", 'Dude 8 days later you already have 12k, you are fuacing amazingg', 'And now 10k 😮', 'U earn my subscribe in 1 minute', 'Incredible !!', ""Bro' you're really aspiring"", 'Keep going you are guiding us brother !!!']"
-VDXBHLU8q4,"['To all the comments who say “Ur not a Software Engineer if you don’t have a degree”: The exact job title that my company gave me is “Software Engineer. Therefore I am a software engineer. If you have a problem with that, you can tell that to my company, not me.\n\nIn the UK/US “Software Engineer” is just a job title that is 100% the SAME THING as a “Software developer” etc. In some countries the word “engineer” is reserved for people with degrees, but NOT in UK/US, where companies (Google etc) call self-taught people engineers too. There is absolutely no ‘special’ meaning with the word here the way (many) companies actually use it.\n\n(There were enough comments about this so I had to address it)', 'Ok this guy have talent but at the end of the day still Web developer beside the tittle that the company gave him, were is all mathematical background?', 'So, 1y later.. ai is awfully close to replacing junior developers. Next versions, exponential growth)', ""I can't afford paid courses. I am going to follow this course. I'll tell honest review after that"", ""Actually nothing is free. The only things you've paid is just two things\n1. time\n2. internet\nhahaha, don't be too serious dude. I very like your content, it's very motivated me to keep going. KUDOS"", 'subscribers += 1;', ""if you studied for 4 months, you wouldn't have had time to wash your hair with shampoo"", 'freeCodeCamp is also a top course platform for free', '""slightly lucky""? lmao. less then 1% of self-learners would have a fkin internship at a big company like that. get real dude', 'How many hrs a day you spend ???']"
